gameTime,label,position,confidence,half,team,visibility
1 - 4:33,Throw-in,273200,0.109405517578125,1,,visible
1 - 4:35,Ball out of play,275600,0.18930816650390625,1,,visible
1 - 4:37,Ball out of play,277360,0.3276773989200592,1,,visible
1 - 4:37,Foul,277840,0.10178375244140625,1,,visible
1 - 4:38,Throw-in,278000,0.169677734375,1,,visible
1 - 4:45,Throw-in,285280,0.22589874267578125,1,,visible
1 - 4:48,Indirect free-kick,288640,0.1779327392578125,1,,visible
1 - 4:48,Kick-off,288640,0.100311279296875,1,,visible
1 - 4:54,Throw-in,294160,0.4939778745174408,1,,visible
1 - 4:55,Offside,295520,0.11978626251220703,1,,visible
1 - 4:55,Ball out of play,295600,0.2522379457950592,1,,visible
1 - 4:56,Foul,296000,0.12917327880859375,1,,visible
1 - 4:56,Ball out of play,296480,0.11485513727853282,1,,visible
1 - 4:57,Ball out of play,297040,0.5819091796875,1,,visible
1 - 4:58,Ball out of play,298000,0.21462249755859375,1,,visible
1 - 4:58,Ball out of play,298960,0.10993194580078125,1,,visible
1 - 5:2,Clearance,302160,0.1096649169921875,1,,visible
1 - 5:2,Indirect free-kick,302160,0.11206817626953125,1,,visible
1 - 5:6,Ball out of play,306240,0.1011962890625,1,,visible
1 - 5:7,Ball out of play,307200,0.1413726806640625,1,,visible
1 - 5:10,Indirect free-kick,310240,0.1913604736328125,1,,visible
1 - 5:10,Ball out of play,310720,0.2418212890625,1,,visible
1 - 5:17,Indirect free-kick,317120,0.1759033203125,1,,visible
1 - 5:27,Ball out of play,327520,0.1423797607421875,1,,visible
1 - 5:35,Throw-in,335040,0.171844482421875,1,,visible
1 - 5:40,Throw-in,340880,0.15709686279296875,1,,visible
1 - 5:41,Throw-in,341840,0.2662353515625,1,,visible
1 - 5:42,Throw-in,342800,0.52508544921875,1,,visible
1 - 5:43,Throw-in,343520,0.1503753662109375,1,,visible
1 - 5:43,Indirect free-kick,343520,0.10858154296875,1,,visible
1 - 5:45,Ball out of play,345200,0.10227203369140625,1,,visible
1 - 5:48,Throw-in,348240,0.219390869140625,1,,visible
1 - 5:48,Indirect free-kick,348720,0.156951904296875,1,,visible
1 - 5:49,Throw-in,349600,0.14276123046875,1,,visible
1 - 5:50,Throw-in,350800,0.14013671875,1,,visible
1 - 5:51,Foul,351280,0.10402679443359375,1,,visible
1 - 5:54,Throw-in,354400,0.2216796875,1,,visible
1 - 5:57,Indirect free-kick,357120,0.10016250610351562,1,,visible
1 - 5:57,Foul,357200,0.1159515380859375,1,,visible
1 - 5:57,Ball out of play,357520,0.1882120817899704,1,,visible
1 - 6:2,Throw-in,362320,0.189727783203125,1,,visible
1 - 6:3,Indirect free-kick,363280,0.1307525634765625,1,,visible
1 - 6:3,Throw-in,363440,0.22442626953125,1,,visible
1 - 6:8,Throw-in,368240,0.1501007080078125,1,,visible
1 - 6:9,Throw-in,369600,0.130767822265625,1,,visible
1 - 6:10,Indirect free-kick,370320,0.12319183349609375,1,,visible
1 - 6:13,Indirect free-kick,373920,0.259033203125,1,,visible
1 - 6:17,Ball out of play,377040,0.1180877685546875,1,,visible
1 - 6:25,Ball out of play,385680,0.15655517578125,1,,visible
1 - 6:30,Throw-in,390960,0.1520843505859375,1,,visible
1 - 6:33,Ball out of play,393600,0.11483001708984375,1,,visible
1 - 6:34,Ball out of play,394640,0.1481170654296875,1,,visible
1 - 6:38,Ball out of play,398560,0.1878662109375,1,,visible
1 - 6:49,Throw-in,409200,0.10693359375,1,,visible
1 - 6:49,Indirect free-kick,409840,0.15478515625,1,,visible
1 - 6:54,Ball out of play,414720,0.10347689522637261,1,,visible
1 - 6:55,Ball out of play,415600,0.220703125,1,,visible
1 - 6:56,Ball out of play,416480,0.13121967845492893,1,,visible
1 - 6:57,Ball out of play,417440,0.15900421142578125,1,,visible
1 - 7:4,Throw-in,424400,0.15309524536132812,1,,visible
1 - 7:5,Throw-in,425440,0.12535858154296875,1,,visible
1 - 7:6,Throw-in,426480,0.14698410034179688,1,,visible
1 - 7:13,Ball out of play,433600,0.12145233154296875,1,,visible
1 - 7:13,Foul,433680,0.12139129638671875,1,,visible
1 - 7:15,Ball out of play,435280,0.193115234375,1,,visible
1 - 7:17,Ball out of play,437440,0.13641357421875,1,,visible
1 - 7:20,Ball out of play,440480,0.11890792846679688,1,,visible
1 - 7:21,Throw-in,441920,0.10417938232421875,1,,visible
1 - 7:22,Ball out of play,442240,0.1430867463350296,1,,visible
1 - 7:23,Ball out of play,443600,0.1160736083984375,1,,visible
1 - 7:28,Ball out of play,448720,0.110595703125,1,,visible
1 - 7:31,Clearance,451520,0.11051559448242188,1,,visible
1 - 7:33,Ball out of play,453280,0.14764404296875,1,,visible
1 - 7:36,Throw-in,456800,0.818359375,1,,visible
1 - 7:37,Corner,457360,0.4569498598575592,1,,visible
1 - 7:39,Ball out of play,459680,0.21648406982421875,1,,visible
1 - 7:45,Throw-in,465440,0.2097625732421875,1,,visible
1 - 7:49,Throw-in,469120,0.12961578369140625,1,,visible
1 - 7:50,Throw-in,470160,0.10876846313476562,1,,visible
1 - 7:51,Throw-in,471120,0.13789749145507812,1,,visible
1 - 7:52,Throw-in,472240,0.10166358947753906,1,,visible
1 - 7:53,Throw-in,473360,0.13349231084187826,1,,visible
1 - 7:54,Throw-in,474240,0.2796440124511719,1,,visible
1 - 7:55,Throw-in,475840,0.17639541625976562,1,,visible
1 - 7:57,Throw-in,477040,0.11130905151367188,1,,visible
1 - 7:58,Throw-in,478080,0.2081146240234375,1,,visible
1 - 7:59,Throw-in,479040,0.1911773681640625,1,,visible
1 - 8:0,Throw-in,480640,0.1609344482421875,1,,visible
1 - 8:2,Throw-in,482000,0.31768798828125,1,,visible
1 - 8:3,Throw-in,483200,0.105377197265625,1,,visible
1 - 8:4,Throw-in,484720,0.1758829802274704,1,,visible
1 - 8:5,Throw-in,485680,0.58441162109375,1,,visible
1 - 8:7,Throw-in,487680,0.175079345703125,1,,visible
1 - 8:8,Throw-in,488640,0.11226654052734375,1,,visible
1 - 8:10,Indirect free-kick,490960,0.2144775390625,1,,visible
1 - 8:11,Throw-in,491280,0.2355143278837204,1,,visible
1 - 8:17,Ball out of play,497280,0.134979248046875,1,,visible
1 - 8:21,Ball out of play,501600,0.11929702758789062,1,,visible
1 - 8:33,Throw-in,513360,0.12285804748535156,1,,visible
1 - 8:44,Throw-in,524640,0.12119293212890625,1,,visible
1 - 8:46,Throw-in,526000,0.205902099609375,1,,visible
1 - 8:46,Throw-in,526960,0.12230343288845485,1,,visible
1 - 8:47,Corner,527440,0.1922404021024704,1,,visible
1 - 8:47,Throw-in,527760,0.31939697265625,1,,visible
1 - 8:49,Foul,529280,0.1190032958984375,1,,visible
1 - 8:49,Ball out of play,529360,0.12139129638671875,1,,visible
1 - 8:52,Throw-in,532080,0.3866373598575592,1,,visible
1 - 8:55,Ball out of play,535360,0.15179443359375,1,,visible
1 - 8:56,Ball out of play,536400,0.2104949951171875,1,,visible
1 - 8:57,Ball out of play,537440,0.242156982421875,1,,visible
1 - 9:3,Throw-in,543440,0.14040374755859375,1,,visible
1 - 9:9,Throw-in,549360,0.12384796142578125,1,,visible
1 - 9:10,Throw-in,550560,0.10105133056640625,1,,visible
1 - 9:11,Throw-in,551520,0.302825927734375,1,,visible
1 - 9:12,Throw-in,552640,0.5034942626953125,1,,visible
1 - 9:14,Throw-in,554000,0.20265960693359375,1,,visible
1 - 9:15,Clearance,555040,0.3228759765625,1,,visible
1 - 9:15,Indirect free-kick,555360,0.203460693359375,1,,visible
1 - 9:20,Throw-in,560560,0.2889404296875,1,,visible
1 - 9:22,Throw-in,562240,0.10601806640625,1,,visible
1 - 9:22,Clearance,562640,0.1605072021484375,1,,visible
1 - 9:22,Indirect free-kick,562880,0.42327880859375,1,,visible
1 - 9:23,Throw-in,563200,0.14202880859375,1,,visible
1 - 9:24,Indirect free-kick,564000,0.18524169921875,1,,visible
1 - 9:24,Kick-off,564000,0.12066650390625,1,,visible
1 - 9:24,Throw-in,564560,0.124755859375,1,,visible
1 - 9:25,Foul,565200,0.1048431396484375,1,,visible
1 - 9:27,Ball out of play,567040,0.1005859375,1,,visible
1 - 9:27,Foul,567280,0.11962890625,1,,visible
1 - 9:28,Foul,568960,0.14251708984375,1,,visible
1 - 9:29,Ball out of play,569280,0.1051788330078125,1,,visible
1 - 9:30,Ball out of play,570240,0.211334228515625,1,,visible
1 - 9:33,Throw-in,573760,0.1486358642578125,1,,visible
1 - 9:34,Throw-in,574960,0.24045944213867188,1,,visible
1 - 9:36,Indirect free-kick,576160,0.10284423828125,1,,visible
1 - 9:36,Throw-in,576560,0.294189453125,1,,visible
1 - 9:37,Throw-in,577520,0.12629826863606772,1,,visible
1 - 9:38,Throw-in,578320,0.4175262451171875,1,,visible
1 - 9:39,Throw-in,579440,0.132080078125,1,,visible
1 - 9:45,Throw-in,585520,0.27783966064453125,1,,visible
1 - 9:46,Throw-in,586640,0.21829986572265625,1,,visible
1 - 9:47,Throw-in,587920,0.2245025634765625,1,,visible
1 - 9:49,Throw-in,589360,0.1386566162109375,1,,visible
1 - 9:50,Throw-in,590720,0.29205322265625,1,,visible
1 - 9:52,Indirect free-kick,592000,0.26416015625,1,,visible
1 - 9:52,Throw-in,592400,0.3353678286075592,1,,visible
1 - 9:53,Throw-in,593280,0.18216959635416666,1,,visible
1 - 9:54,Ball out of play,594880,0.319732666015625,1,,visible
1 - 9:55,Foul,595040,0.12012100219726562,1,,visible
1 - 9:55,Throw-in,595520,0.18076324462890625,1,,visible
1 - 9:59,Indirect free-kick,599520,0.197174072265625,1,,visible
1 - 10:2,Foul,602480,0.1111907958984375,1,,visible
1 - 10:2,Indirect free-kick,602640,0.11407470703125,1,,visible
1 - 10:4,Foul,604400,0.170745849609375,1,,visible
1 - 10:8,Throw-in,608880,0.166046142578125,1,,visible
1 - 10:10,Throw-in,610240,0.21607208251953125,1,,visible
1 - 10:11,Throw-in,611840,0.21044127146402994,1,,visible
1 - 10:12,Throw-in,612720,0.2869873046875,1,,visible
1 - 10:13,Indirect free-kick,613840,0.12165451049804688,1,,visible
1 - 10:14,Throw-in,614000,0.274322509765625,1,,visible
1 - 10:15,Throw-in,615200,0.10873375998602973,1,,visible
1 - 10:16,Throw-in,616080,0.23021697998046875,1,,visible
1 - 10:17,Throw-in,617680,0.235076904296875,1,,visible
1 - 10:19,Throw-in,619040,0.1424102783203125,1,,visible
1 - 10:22,Indirect free-kick,622480,0.196563720703125,1,,visible
1 - 10:22,Throw-in,622880,0.5904133915901184,1,,visible
1 - 10:24,Foul,624240,0.1212158203125,1,,visible
1 - 10:24,Throw-in,624400,0.268585205078125,1,,visible
1 - 10:26,Foul,626000,0.1339569091796875,1,,visible
1 - 10:26,Indirect free-kick,626960,0.143157958984375,1,,visible
1 - 10:28,Ball out of play,628240,0.10448455810546875,1,,visible
1 - 10:31,Ball out of play,631200,0.1090850830078125,1,,visible
1 - 10:31,Throw-in,631680,0.11335372924804688,1,,visible
1 - 10:34,Throw-in,634800,0.1739025115966797,1,,visible
1 - 10:36,Throw-in,636480,0.11739730834960938,1,,visible
1 - 10:37,Throw-in,637440,0.10094451904296875,1,,visible
1 - 10:39,Throw-in,639040,0.15710067749023438,1,,visible
1 - 10:40,Throw-in,640400,0.1274585723876953,1,,visible
1 - 10:41,Throw-in,641680,0.11619949340820312,1,,visible
1 - 10:42,Throw-in,642800,0.2327423095703125,1,,visible
1 - 10:45,Corner,645280,0.10323905944824219,1,,visible
1 - 10:45,Throw-in,645440,0.2434488981962204,1,,visible
1 - 10:47,Indirect free-kick,647680,0.155364990234375,1,,visible
1 - 10:49,Throw-in,649120,0.185821533203125,1,,visible
1 - 10:49,Indirect free-kick,649360,0.1508382111787796,1,,visible
1 - 10:52,Throw-in,652240,0.14926910400390625,1,,visible
1 - 10:53,Throw-in,653360,0.1351725310087204,1,,visible
1 - 10:55,Throw-in,655600,0.1318817138671875,1,,visible
1 - 10:56,Indirect free-kick,656400,0.10601043701171875,1,,visible
1 - 10:56,Throw-in,656880,0.1357421875,1,,visible
1 - 10:57,Indirect free-kick,657680,0.1815338134765625,1,,visible
1 - 10:58,Throw-in,658000,0.2272491455078125,1,,visible
1 - 10:59,Throw-in,659200,0.13433074951171875,1,,visible
1 - 11:0,Throw-in,660880,0.201141357421875,1,,visible
1 - 11:2,Throw-in,662000,0.2249755859375,1,,visible
1 - 11:3,Throw-in,663040,0.12305450439453125,1,,visible
1 - 11:3,Foul,663680,0.1026611328125,1,,visible
1 - 11:4,Foul,664720,0.1305084228515625,1,,visible
1 - 11:4,Throw-in,664800,0.28118896484375,1,,visible
1 - 11:8,Ball out of play,668000,0.40545654296875,1,,visible
1 - 11:9,Ball out of play,669440,0.25115966796875,1,,visible
1 - 11:12,Throw-in,672480,0.15906524658203125,1,,visible
1 - 11:14,Throw-in,674400,0.14781951904296875,1,,visible
1 - 11:15,Throw-in,675440,0.11606788635253906,1,,visible
1 - 11:18,Throw-in,678480,0.16351699829101562,1,,visible
1 - 11:19,Throw-in,679520,0.14910507202148438,1,,visible
1 - 11:21,Throw-in,681440,0.18328475952148438,1,,visible
1 - 11:23,Throw-in,683440,0.211822509765625,1,,visible
1 - 11:24,Throw-in,684240,0.11437469058566624,1,,visible
1 - 11:25,Throw-in,685200,0.16370391845703125,1,,visible
1 - 11:26,Throw-in,686720,0.16668701171875,1,,visible
1 - 11:28,Throw-in,688080,0.12742233276367188,1,,visible
1 - 11:29,Throw-in,689360,0.12943649291992188,1,,visible
1 - 11:37,Throw-in,697280,0.13802337646484375,1,,visible
1 - 11:39,Throw-in,699280,0.12444877624511719,1,,visible
1 - 11:45,Throw-in,705680,0.2054595947265625,1,,visible
1 - 11:47,Throw-in,707520,0.13704681396484375,1,,visible
1 - 11:50,Throw-in,710400,0.13190078735351562,1,,visible
1 - 11:51,Throw-in,711360,0.1780853271484375,1,,visible
1 - 11:53,Throw-in,713760,0.10276031494140625,1,,visible
1 - 11:56,Indirect free-kick,716800,0.11365509033203125,1,,visible
1 - 11:57,Throw-in,717360,0.199371337890625,1,,visible
1 - 11:58,Foul,718080,0.2212066650390625,1,,visible
1 - 12:1,Indirect free-kick,721280,0.1609954833984375,1,,visible
1 - 12:1,Ball out of play,721600,0.228759765625,1,,visible
1 - 12:3,Throw-in,723440,0.1216278076171875,1,,visible
1 - 12:3,Ball out of play,723680,0.12387847900390625,1,,visible
1 - 12:6,Throw-in,726160,0.2201995849609375,1,,visible
1 - 12:7,Throw-in,727040,0.12439537048339844,1,,visible
1 - 12:8,Throw-in,728560,0.17678070068359375,1,,visible
1 - 12:10,Throw-in,730320,0.3008995056152344,1,,visible
1 - 12:12,Indirect free-kick,732560,0.16217041015625,1,,visible
1 - 12:12,Throw-in,732720,0.253662109375,1,,visible
1 - 12:14,Indirect free-kick,734080,0.1671142578125,1,,visible
1 - 12:14,Foul,734320,0.1383819580078125,1,,visible
1 - 12:15,Foul,735440,0.1049346923828125,1,,visible
1 - 12:17,Ball out of play,737200,0.1443023681640625,1,,visible
1 - 12:20,Throw-in,740240,0.3472137451171875,1,,visible
1 - 12:21,Throw-in,741360,0.1092529296875,1,,visible
1 - 12:22,Throw-in,742480,0.2596702575683594,1,,visible
1 - 12:24,Throw-in,744560,0.45465087890625,1,,visible
1 - 12:27,Throw-in,747840,0.5641276240348816,1,,visible
1 - 12:28,Throw-in,748720,0.11767684088812934,1,,visible
1 - 12:30,Throw-in,750800,0.189697265625,1,,visible
1 - 12:31,Foul,751680,0.1640625,1,,visible
1 - 12:32,Throw-in,752000,0.14247512817382812,1,,visible
1 - 12:33,Throw-in,753520,0.18834686279296875,1,,visible
1 - 12:34,Throw-in,754720,0.1562347412109375,1,,visible
1 - 12:35,Throw-in,755680,0.22861480712890625,1,,visible
1 - 12:42,Throw-in,762240,0.21142578125,1,,visible
1 - 12:43,Throw-in,763200,0.11669158935546875,1,,visible
1 - 12:46,Throw-in,766240,0.28857421875,1,,visible
1 - 12:47,Foul,767040,0.104888916015625,1,,visible
1 - 12:47,Throw-in,767360,0.10736083984375,1,,visible
1 - 12:50,Foul,770640,0.14937591552734375,1,,visible
1 - 12:55,Throw-in,775280,0.10438156127929688,1,,visible
1 - 12:56,Indirect free-kick,776560,0.13907623291015625,1,,visible
1 - 12:57,Throw-in,777440,0.24127197265625,1,,visible
1 - 12:58,Throw-in,778560,0.11386871337890625,1,,visible
1 - 13:1,Indirect free-kick,781680,0.123931884765625,1,,visible
1 - 13:1,Throw-in,781760,0.3692626953125,1,,visible
1 - 13:2,Foul,782400,0.144561767578125,1,,visible
1 - 13:2,Throw-in,782640,0.1403903431362576,1,,visible
1 - 13:3,Indirect free-kick,783920,0.11780548095703125,1,,visible
1 - 13:4,Throw-in,784240,0.155517578125,1,,visible
1 - 13:5,Throw-in,785600,0.123046875,1,,visible
1 - 13:7,Foul,787280,0.1009521484375,1,,visible
1 - 13:9,Foul,789840,0.1070556640625,1,,visible
1 - 13:12,Throw-in,792560,0.1186370849609375,1,,visible
1 - 13:17,Ball out of play,797600,0.11602783203125,1,,visible
1 - 13:18,Throw-in,798320,0.2608642578125,1,,visible
1 - 13:19,Throw-in,799200,0.1445381376478407,1,,visible
1 - 13:20,Throw-in,800240,0.1571044921875,1,,visible
1 - 13:21,Throw-in,801920,0.425384521484375,1,,visible
1 - 13:22,Indirect free-kick,802560,0.10718536376953125,1,,visible
1 - 13:24,Indirect free-kick,804320,0.1412506103515625,1,,visible
1 - 13:24,Throw-in,804800,0.1150309219956398,1,,visible
1 - 13:25,Throw-in,805760,0.1893157958984375,1,,visible
1 - 13:27,Throw-in,807600,0.131927490234375,1,,visible
1 - 13:28,Indirect free-kick,808480,0.115386962890625,1,,visible
1 - 13:28,Foul,808480,0.139007568359375,1,,visible
1 - 13:28,Throw-in,808560,0.1504058837890625,1,,visible
1 - 13:29,Throw-in,809600,0.1732940673828125,1,,visible
1 - 13:30,Throw-in,810880,0.174530029296875,1,,visible
1 - 13:31,Ball out of play,811920,0.1263427734375,1,,visible
1 - 13:32,Indirect free-kick,812160,0.10459136962890625,1,,visible
1 - 13:32,Throw-in,812720,0.137908935546875,1,,visible
1 - 13:33,Ball out of play,813200,0.1272379606962204,1,,visible
1 - 13:33,Foul,813440,0.11407470703125,1,,visible
1 - 13:34,Ball out of play,814400,0.1436614990234375,1,,visible
1 - 13:34,Foul,814400,0.12801361083984375,1,,visible
