gameTime,label,position,confidence,half,team,visibility
1 - 4:7,HIGH PASS,247520,0.10887575149536133,1,,visible
1 - 4:17,CROSS,257519,0.10876750946044922,1,,visible
1 - 4:25,THROW IN,265520,0.1272568702697754,1,,visible
1 - 4:27,THROW IN,267520,0.18263816833496094,1,,visible
1 - 4:29,THROW IN,269520,0.18830490112304688,1,,visible
1 - 4:33,THROW IN,273520,0.12965917587280273,1,,visible
1 - 4:35,THROW IN,275520,0.11118841171264648,1,,visible
1 - 4:37,THROW IN,277520,0.17688262462615967,1,,visible
1 - 4:39,THROW IN,279520,0.14266419410705566,1,,visible
1 - 4:41,THROW IN,281520,0.13561487197875977,1,,visible
1 - 4:43,THROW IN,283520,0.11944007873535156,1,,visible
1 - 4:47,HIGH PASS,287280,0.12853193283081055,1,,visible
1 - 4:49,HIGH PASS,289520,0.10485267639160156,1,,visible
1 - 4:51,HIGH PASS,291280,0.1065683364868164,1,,visible
1 - 4:53,HIGH PASS,293360,0.10210657119750977,1,,visible
1 - 4:55,CROSS,295520,0.1744227409362793,1,,visible
1 - 5:5,CROSS,305520,0.11374735832214355,1,,visible
1 - 5:7,HIGH PASS,307520,0.12185859680175781,1,,visible
1 - 5:11,CROSS,311520,0.12807893753051758,1,,visible
1 - 5:13,CROSS,313440,0.22316420078277588,1,,visible
1 - 5:15,CROSS,315440,0.30605244636535645,1,,visible
1 - 5:17,CROSS,317440,0.11303353309631348,1,,visible
1 - 5:19,HIGH PASS,319520,0.10883235931396484,1,,visible
1 - 5:19,CROSS,319520,0.1434335708618164,1,,visible
1 - 5:21,HIGH PASS,321520,0.12407779693603516,1,,visible
1 - 5:21,CROSS,321520,0.1284942626953125,1,,visible
1 - 5:26,CROSS,326240,0.14084243774414062,1,,visible
1 - 5:27,HIGH PASS,327520,0.11153244972229004,1,,visible
1 - 5:28,CROSS,328320,0.10504162311553955,1,,visible
1 - 5:29,CROSS,329520,0.10867178440093994,1,,visible
1 - 5:31,CROSS,331520,0.16832441091537476,1,,visible
1 - 5:35,CROSS,335520,0.20394957065582275,1,,visible
1 - 5:37,CROSS,337200,0.1060410737991333,1,,visible
1 - 5:38,CROSS,338320,0.18471884727478027,1,,visible
1 - 5:39,CROSS,339520,0.18016529083251953,1,,visible
1 - 5:41,CROSS,341520,0.1521485447883606,1,,visible
1 - 5:43,CROSS,343440,0.17189383506774902,1,,visible
1 - 5:45,CROSS,345520,0.1428612470626831,1,,visible
1 - 5:47,CROSS,347520,0.21180438995361328,1,,visible
1 - 5:49,CROSS,349440,0.35921382904052734,1,,visible
1 - 5:51,CROSS,351440,0.20914506912231445,1,,visible
1 - 5:53,CROSS,353520,0.24823951721191406,1,,visible
1 - 5:55,CROSS,355360,0.15358781814575195,1,,visible
1 - 5:57,CROSS,357520,0.1540212631225586,1,,visible
1 - 5:58,DRIVE,358960,0.10823822021484375,1,,visible
1 - 6:0,DRIVE,360960,0.1480560302734375,1,,visible
1 - 6:1,PASS,361120,0.10930633544921875,1,,visible
1 - 6:1,DRIVE,361920,0.229522705078125,1,,visible
1 - 6:3,CROSS,363520,0.2111668586730957,1,,visible
1 - 6:3,DRIVE,363920,0.1793975830078125,1,,visible
1 - 6:6,DRIVE,366000,0.1466827392578125,1,,visible
1 - 6:7,DRIVE,367040,0.296722412109375,1,,visible
1 - 6:7,CROSS,367440,0.11753618717193604,1,,visible
1 - 6:8,DRIVE,368240,0.22955322265625,1,,visible
1 - 6:9,DRIVE,369600,0.234832763671875,1,,visible
1 - 6:11,PASS,371040,0.2250823974609375,1,,visible
1 - 6:12,DRIVE,372320,0.1401519775390625,1,,visible
1 - 6:12,PASS,372960,0.12139892578125,1,,visible
1 - 6:13,DRIVE,373280,0.1338348388671875,1,,visible
1 - 6:13,THROW IN,373520,0.12570548057556152,1,,visible
1 - 6:13,OUT,373600,0.16007232666015625,1,,visible
1 - 6:14,DRIVE,374320,0.1743621826171875,1,,visible
1 - 6:14,OUT,374960,0.10545518663194445,1,,visible
1 - 6:15,OUT,375600,0.438812255859375,1,,visible
1 - 6:16,OUT,376480,0.13853761884901258,1,,visible
1 - 6:22,PASS,382320,0.1030120849609375,1,,visible
1 - 6:23,DRIVE,383120,0.15424346923828125,1,,visible
1 - 6:24,DRIVE,384080,0.323333740234375,1,,visible
1 - 6:24,PASS,384480,0.1851806640625,1,,visible
1 - 6:33,DRIVE,393120,0.10387420654296875,1,,visible
1 - 6:34,HIGH PASS,394880,0.15735626220703125,1,,visible
1 - 6:35,CROSS,395440,0.38108158111572266,1,,visible
1 - 6:37,HIGH PASS,397120,0.1279892921447754,1,,visible
1 - 6:37,PASS,397120,0.1084747314453125,1,,visible
1 - 6:37,CROSS,397360,0.26007699966430664,1,,visible
1 - 6:38,DRIVE,398000,0.2197723388671875,1,,visible
1 - 6:39,PASS,399040,0.426239013671875,1,,visible
1 - 6:39,CROSS,399360,0.20686452090740204,1,,visible
1 - 6:40,DRIVE,400320,0.4176025390625,1,,visible
1 - 6:41,PASS,401120,0.13875579833984375,1,,visible
1 - 6:42,PASS,402800,0.15107345581054688,1,,visible
1 - 6:45,PASS,405360,0.1223907470703125,1,,visible
1 - 6:45,CROSS,405520,0.1070711612701416,1,,visible
1 - 6:48,CROSS,408160,0.1353006362915039,1,,visible
1 - 6:49,PASS,409200,0.10660552978515625,1,,visible
1 - 6:49,CROSS,409280,0.15882444381713867,1,,visible
1 - 6:55,THROW IN,415440,0.10204696655273438,1,,visible
1 - 6:58,THROW IN,418320,0.1438446044921875,1,,visible
1 - 6:58,PASS,418720,0.12457275390625,1,,visible
1 - 7:3,PASS,423520,0.1359710693359375,1,,visible
1 - 7:3,CROSS,423520,0.1435225009918213,1,,visible
1 - 7:6,THROW IN,426160,0.20750808715820312,1,,visible
1 - 7:6,HIGH PASS,426560,0.2366943359375,1,,visible
1 - 7:6,PASS,426560,0.3129476010799408,1,,visible
1 - 7:6,DRIVE,426800,0.30810546875,1,,visible
1 - 7:8,PASS,428560,0.166595458984375,1,,visible
1 - 7:9,THROW IN,429520,0.1968994140625,1,,visible
1 - 7:9,DRIVE,429840,0.102813720703125,1,,visible
1 - 7:10,PASS,430080,0.149993896484375,1,,visible
1 - 7:10,DRIVE,430800,0.213623046875,1,,visible
1 - 7:11,PASS,431120,0.365264892578125,1,,visible
1 - 7:11,THROW IN,431520,0.17050552368164062,1,,visible
1 - 7:12,DRIVE,432400,0.33447265625,1,,visible
1 - 7:12,PASS,432720,0.1922607421875,1,,visible
1 - 7:13,THROW IN,433520,0.1421051025390625,1,,visible
1 - 7:14,DRIVE,434080,0.221221923828125,1,,visible
1 - 7:14,PASS,434560,0.2776641845703125,1,,visible
1 - 7:18,THROW IN,438960,0.2235851287841797,1,,visible
1 - 7:19,CROSS,439520,0.10161542892456055,1,,visible
1 - 7:19,THROW IN,439920,0.10981941223144531,1,,visible
1 - 7:21,THROW IN,441280,0.19565963745117188,1,,visible
1 - 7:21,DRIVE,441600,0.131378173828125,1,,visible
1 - 7:22,THROW IN,442240,0.19420242309570312,1,,visible
1 - 7:23,DRIVE,443280,0.10094451904296875,1,,visible
1 - 7:23,THROW IN,443440,0.15581512451171875,1,,visible
1 - 7:23,HIGH PASS,443520,0.10636138916015625,1,,visible
1 - 7:24,PASS,444480,0.1856536865234375,1,,visible
1 - 7:25,PASS,445520,0.12576675415039062,1,,visible
1 - 7:26,PASS,446640,0.12622451782226562,1,,visible
1 - 7:33,CROSS,453440,0.1844162940979004,1,,visible
1 - 7:35,PASS,455120,0.12499237060546875,1,,visible
1 - 7:35,CROSS,455440,0.14327001571655273,1,,visible
1 - 7:36,DRIVE,456160,0.261749267578125,1,,visible
1 - 7:36,PASS,456640,0.115814208984375,1,,visible
1 - 7:37,DRIVE,457120,0.357696533203125,1,,visible
1 - 7:38,PASS,458400,0.11698150634765625,1,,visible
1 - 7:39,PASS,459520,0.13299942016601562,1,,visible
1 - 7:43,HIGH PASS,463520,0.19219398498535156,1,,visible
1 - 7:45,HIGH PASS,465520,0.13146018981933594,1,,visible
1 - 7:47,HIGH PASS,467520,0.12801170349121094,1,,visible
1 - 7:48,DRIVE,468000,0.2186737060546875,1,,visible
1 - 7:48,PASS,468320,0.1183624267578125,1,,visible
1 - 7:49,HIGH PASS,469120,0.27392578125,1,,visible
1 - 7:49,THROW IN,469280,0.1890869140625,1,,visible
1 - 7:49,PASS,469440,0.8258463740348816,1,,visible
1 - 7:49,CROSS,469520,0.1854877471923828,1,,visible
1 - 7:50,PASS,470480,0.455963134765625,1,,visible
1 - 7:51,HIGH PASS,471280,0.14453125,1,,visible
1 - 7:51,DRIVE,471440,0.79443359375,1,,visible
1 - 7:52,DRIVE,472080,0.16520860460069445,1,,visible
1 - 7:53,PASS,473280,0.9722900390625,1,,visible
1 - 7:55,DRIVE,475200,0.9801025390625,1,,visible
1 - 7:56,PASS,476720,0.9793701171875,1,,visible
1 - 7:57,DRIVE,477440,0.164031982421875,1,,visible
1 - 7:57,PASS,477600,0.19663238525390625,1,,visible
1 - 7:58,PASS,478800,0.64752197265625,1,,visible
1 - 7:59,PASS,479920,0.7772216796875,1,,visible
1 - 8:0,DRIVE,480800,0.9134521484375,1,,visible
1 - 8:1,PASS,481600,0.977783203125,1,,visible
1 - 8:2,DRIVE,482960,0.9510498046875,1,,visible
1 - 8:3,PASS,483840,0.9765625,1,,visible
1 - 8:5,DRIVE,485040,0.97509765625,1,,visible
1 - 8:6,PASS,486960,0.960693359375,1,,visible
1 - 8:8,DRIVE,488080,0.97802734375,1,,visible
1 - 8:9,PASS,489280,0.984130859375,1,,visible
1 - 8:9,DRIVE,489600,0.138916015625,1,,visible
1 - 8:10,DRIVE,490080,0.8238525390625,1,,visible
1 - 8:10,PASS,490640,0.968994140625,1,,visible
1 - 8:11,DRIVE,491520,0.226837158203125,1,,visible
1 - 8:11,PASS,491600,0.252044677734375,1,,visible
1 - 8:12,DRIVE,492400,0.14339701334635416,1,,visible
1 - 8:13,PASS,493280,0.7327880859375,1,,visible
1 - 8:13,DRIVE,493360,0.12706756591796875,1,,visible
1 - 8:14,PASS,494320,0.42291259765625,1,,visible
1 - 8:15,DRIVE,495520,0.28857421875,1,,visible
1 - 8:16,PASS,496160,0.9586181640625,1,,visible
1 - 8:17,DRIVE,497840,0.77459716796875,1,,visible
1 - 8:19,PASS,499840,0.8240966796875,1,,visible
1 - 8:20,DRIVE,500960,0.8577880859375,1,,visible
1 - 8:21,PASS,501520,0.1234130859375,1,,visible
1 - 8:22,PASS,502960,0.8443603515625,1,,visible
1 - 8:23,DRIVE,503520,0.59423828125,1,,visible
1 - 8:24,DRIVE,504160,0.1090359157986111,1,,visible
1 - 8:24,PASS,504800,0.9031982421875,1,,visible
1 - 8:25,DRIVE,505840,0.6492512822151184,1,,visible
1 - 8:26,PASS,506160,0.3968099057674408,1,,visible
1 - 8:27,PASS,507600,0.64208984375,1,,visible
1 - 8:28,DRIVE,508720,0.61602783203125,1,,visible
1 - 8:29,DRIVE,509600,0.10682974921332465,1,,visible
1 - 8:29,PASS,509840,0.12239117092556423,1,,visible
1 - 8:30,PASS,510400,0.8668212890625,1,,visible
1 - 8:31,DRIVE,511520,0.838623046875,1,,visible
1 - 8:32,PASS,512799,0.74285888671875,1,,visible
1 - 8:33,DRIVE,513760,0.895751953125,1,,visible
1 - 8:35,PASS,515120,0.962646484375,1,,visible
1 - 8:36,DRIVE,516720,0.956298828125,1,,visible
1 - 8:37,PASS,517360,0.943359375,1,,visible
1 - 8:38,DRIVE,518400,0.4193115234375,1,,visible
1 - 8:38,PASS,518640,0.1143035888671875,1,,visible
1 - 8:39,DRIVE,519440,0.3802032470703125,1,,visible
1 - 8:39,PASS,519840,0.413970947265625,1,,visible
1 - 8:41,DRIVE,521440,0.7120361328125,1,,visible
1 - 8:42,PASS,522880,0.9329833984375,1,,visible
1 - 8:45,DRIVE,525040,0.9295654296875,1,,visible
1 - 8:46,DRIVE,526800,0.155181884765625,1,,visible
1 - 8:48,PASS,528160,0.961669921875,1,,visible
1 - 8:49,DRIVE,529520,0.7296142578125,1,,visible
1 - 8:50,DRIVE,530160,0.1183810763888889,1,,visible
1 - 8:50,PASS,530560,0.1027984619140625,1,,visible
1 - 8:52,DRIVE,532080,0.1168975830078125,1,,visible
1 - 8:52,PASS,532640,0.9620361328125,1,,visible
1 - 8:53,PASS,533040,0.10613335503472222,1,,visible
1 - 8:53,DRIVE,533760,0.7013702392578125,1,,visible
1 - 8:55,DRIVE,535600,0.221405029296875,1,,visible
1 - 8:57,HIGH PASS,537520,0.10814285278320312,1,,visible
1 - 8:57,PASS,537600,0.12982177734375,1,,visible
1 - 8:58,PASS,538720,0.7482096552848816,1,,visible
1 - 8:59,DRIVE,539520,0.1228790283203125,1,,visible
1 - 9:0,OUT,540160,0.119964599609375,1,,visible
1 - 9:1,DRIVE,541520,0.5721435546875,1,,visible
1 - 9:1,HIGH PASS,541520,0.10466909408569336,1,,visible
1 - 9:1,OUT,541600,0.11779022216796875,1,,visible
1 - 9:2,OUT,542640,0.2791290283203125,1,,visible
1 - 9:3,OUT,543600,0.11663818359375,1,,visible
1 - 9:9,CROSS,549520,0.11903166770935059,1,,visible
1 - 9:11,CROSS,551520,0.19715213775634766,1,,visible
1 - 9:13,THROW IN,553520,0.13832950592041016,1,,visible
1 - 9:15,THROW IN,555520,0.1376485824584961,1,,visible
1 - 9:17,THROW IN,557520,0.10536623001098633,1,,visible
1 - 9:19,THROW IN,559520,0.20319366455078125,1,,visible
1 - 9:20,CROSS,560640,0.11730501386854383,1,,visible
1 - 9:20,PASS,560800,0.125732421875,1,,visible
1 - 9:21,CROSS,561520,0.2578268051147461,1,,visible
1 - 9:21,DRIVE,561600,0.12664031982421875,1,,visible
1 - 9:21,PASS,561920,0.107391357421875,1,,visible
1 - 9:22,PASS,562400,0.9730224609375,1,,visible
1 - 9:23,HIGH PASS,563440,0.183837890625,1,,visible
1 - 9:23,PASS,563440,0.104248046875,1,,visible
1 - 9:23,DRIVE,563840,0.9384765625,1,,visible
1 - 9:24,DRIVE,564240,0.12351142035590278,1,,visible
1 - 9:25,PASS,565520,0.124542236328125,1,,visible
1 - 9:25,DRIVE,565600,0.1551055908203125,1,,visible
1 - 9:26,HIGH PASS,566160,0.867919921875,1,,visible
1 - 9:26,PASS,566480,0.15869140625,1,,visible
1 - 9:27,DRIVE,567600,0.122161865234375,1,,visible
1 - 9:28,PASS,568160,0.14262008666992188,1,,visible
1 - 9:28,PASS,568720,0.8824462890625,1,,visible
1 - 9:29,HEADER,569280,0.2274169921875,1,,visible
1 - 9:29,DRIVE,569360,0.241241455078125,1,,visible
1 - 9:29,PASS,569680,0.1483001708984375,1,,visible
1 - 9:30,CROSS,570240,0.1398773193359375,1,,visible
1 - 9:30,HIGH PASS,570560,0.7724609375,1,,visible
1 - 9:30,PASS,570640,0.30126953125,1,,visible
1 - 9:32,DRIVE,572560,0.1469268798828125,1,,visible
1 - 9:33,HEADER,573520,0.15125868055555555,1,,visible
1 - 9:33,DRIVE,573680,0.168701171875,1,,visible
1 - 9:33,PASS,573840,0.593994140625,1,,visible
1 - 9:34,HEADER,574160,0.3509521484375,1,,visible
1 - 9:35,HIGH PASS,575440,0.321044921875,1,,visible
1 - 9:35,DRIVE,575760,0.90576171875,1,,visible
1 - 9:36,PASS,576160,0.1448974609375,1,,visible
1 - 9:37,DRIVE,577600,0.5875244140625,1,,visible
1 - 9:38,DRIVE,578560,0.191497802734375,1,,visible
1 - 9:38,PASS,578640,0.173431396484375,1,,visible
1 - 9:39,DRIVE,579600,0.354736328125,1,,visible
1 - 9:40,PASS,580160,0.1335601806640625,1,,visible
1 - 9:40,PASS,580640,0.86669921875,1,,visible
1 - 9:41,PASS,581280,0.15079752604166666,1,,visible
1 - 9:41,DRIVE,581760,0.78515625,1,,visible
1 - 9:42,DRIVE,582240,0.101715087890625,1,,visible
1 - 9:43,PASS,583280,0.9764404296875,1,,visible
1 - 9:44,DRIVE,584800,0.9625244140625,1,,visible
1 - 9:45,PASS,585920,0.307403564453125,1,,visible
1 - 9:46,PASS,586960,0.1320037841796875,1,,visible
1 - 9:47,DRIVE,587920,0.930419921875,1,,visible
1 - 9:48,PASS,588560,0.8980712890625,1,,visible
1 - 9:49,HIGH PASS,589520,0.1588134765625,1,,visible
1 - 9:49,DRIVE,589600,0.4269205629825592,1,,visible
1 - 9:50,PASS,590080,0.8695068359375,1,,visible
1 - 9:50,PASS,590960,0.285793940226237,1,,visible
1 - 9:51,DRIVE,591120,0.547119140625,1,,visible
1 - 9:52,DRIVE,592080,0.36480712890625,1,,visible
1 - 9:52,OUT,592400,0.1042938232421875,1,,visible
1 - 9:52,PASS,592480,0.3148193359375,1,,visible
1 - 9:52,BALL PLAYER BLOCK,592640,0.44140625,1,,visible
1 - 9:53,OUT,593520,0.7236328125,1,,visible
1 - 9:55,PASS,595520,0.1173095703125,1,,visible
1 - 9:56,DRIVE,596160,0.1742095947265625,1,,visible
1 - 9:57,PASS,597520,0.1151580810546875,1,,visible
1 - 9:59,PASS,599520,0.122161865234375,1,,visible
1 - 9:59,THROW IN,599840,0.108184814453125,1,,visible
1 - 10:0,THROW IN,600320,0.9478759765625,1,,visible
1 - 10:0,THROW IN,600800,0.1053263321518898,1,,visible
1 - 10:1,HIGH PASS,601200,0.19916534423828125,1,,visible
1 - 10:1,DRIVE,601280,0.105255126953125,1,,visible
1 - 10:1,DRIVE,601760,0.67578125,1,,visible
1 - 10:2,PASS,602000,0.7393798828125,1,,visible
1 - 10:3,PASS,603040,0.16583336724175346,1,,visible
1 - 10:3,DRIVE,603360,0.1907958984375,1,,visible
1 - 10:3,CROSS,603440,0.13817596435546875,1,,visible
1 - 10:3,PASS,603840,0.8643798828125,1,,visible
1 - 10:4,PASS,604320,0.1495157927274704,1,,visible
1 - 10:4,DRIVE,604960,0.9248046875,1,,visible
1 - 10:5,PASS,605280,0.12874348958333334,1,,visible
1 - 10:5,PASS,605920,0.8135986328125,1,,visible
1 - 10:8,DRIVE,608560,0.9091796875,1,,visible
1 - 10:9,DRIVE,609600,0.1756439208984375,1,,visible
1 - 10:9,PASS,609920,0.2927093505859375,1,,visible
1 - 10:10,PASS,610880,0.1613311767578125,1,,visible
1 - 10:11,OUT,611520,0.2790374755859375,1,,visible
1 - 10:11,DRIVE,611920,0.18133544921875,1,,visible
1 - 10:12,PASS,612400,0.159271240234375,1,,visible
1 - 10:12,OUT,612480,0.15328025817871094,1,,visible
1 - 10:13,PASS,613360,0.1779632568359375,1,,visible
1 - 10:13,THROW IN,613680,0.1251898871527778,1,,visible
1 - 10:13,CROSS,613760,0.28216552734375,1,,visible
1 - 10:14,BALL PLAYER BLOCK,614240,0.172576904296875,1,,visible
1 - 10:14,THROW IN,614320,0.5689697265625,1,,visible
1 - 10:14,HEADER,614560,0.166015625,1,,visible
1 - 10:15,PASS,615120,0.28466796875,1,,visible
1 - 10:15,DRIVE,615280,0.6490478515625,1,,visible
1 - 10:15,DRIVE,615920,0.10198296440972222,1,,visible
1 - 10:16,PASS,616160,0.465087890625,1,,visible
1 - 10:16,DRIVE,616960,0.49462890625,1,,visible
1 - 10:17,PASS,617600,0.72857666015625,1,,visible
1 - 10:17,DRIVE,617920,0.235595703125,1,,visible
1 - 10:18,PASS,618560,0.869873046875,1,,visible
1 - 10:19,DRIVE,619040,0.301422119140625,1,,visible
1 - 10:19,PASS,619520,0.477630615234375,1,,visible
1 - 10:20,DRIVE,620640,0.9298095703125,1,,visible
1 - 10:21,PASS,621600,0.221160888671875,1,,visible
1 - 10:21,DRIVE,621920,0.11528778076171875,1,,visible
1 - 10:22,DRIVE,622880,0.35638427734375,1,,visible
1 - 10:23,PASS,623520,0.12210040622287327,1,,visible
1 - 10:24,PASS,624080,0.949951171875,1,,visible
1 - 10:25,DRIVE,625120,0.927734375,1,,visible
1 - 10:27,PASS,627520,0.349884033203125,1,,visible
1 - 10:28,HEADER,628560,0.20130157470703125,1,,visible
1 - 10:28,DRIVE,628800,0.7381591796875,1,,visible
1 - 10:30,DRIVE,630800,0.570556640625,1,,visible
1 - 10:30,PASS,630960,0.3515625,1,,visible
1 - 10:31,HIGH PASS,631040,0.21142578125,1,,visible
1 - 10:32,PASS,632160,0.35784912109375,1,,visible
1 - 10:32,DRIVE,632320,0.40478515625,1,,visible
1 - 10:33,DRIVE,633840,0.1253441704644097,1,,visible
1 - 10:34,PASS,634160,0.1352996826171875,1,,visible
1 - 10:34,DRIVE,634720,0.79736328125,1,,visible
1 - 10:35,HIGH PASS,635520,0.1456298828125,1,,visible
